Transaction_ID,Date,Entity_ID,Item_ID,Customer_ID,Employee_ID,Channel_ID,Units_Sold,Revenue
102979,2023-11-30,122,2018,10274,527,3,78,131673.08
102980,2023-11-30,134,2020,10725,546,1,10,8981.35
102981,2023-11-30,104,2027,10640,535,2,43,79164.7
102982,2023-11-30,118,2026,10233,540,3,57,87776.07
102983,2023-11-30,126,2032,10041,504,3,26,20073.35
102984,2023-12-01,122,2027,10938,527,1,43,76180.73
102985,2023-12-01,133,2002,10289,516,2,14,16503.08
102986,2023-12-01,114,2026,10555,518,2,63,98235.43
102987,2023-12-01,131,2020,10270,507,3,5,4374.33
102988,2023-12-01,110,2024,10439,511,2,2,2146.5
102989,2023-12-01,124,2032,10314,508,2,18,13512.67
102990,2023-12-01,121,2026,10510,506,1,74,115407.86
102991,2023-12-02,108,2036,10394,548,2,9,3973.8
102992,2023-12-02,132,2027,10028,505,2,51,95842.85
102993,2023-12-02,131,2026,10270,506,2,62,95652.33
102994,2023-12-02,134,2027,10467,538,2,54,96127.87
102995,2023-12-02,123,2002,10922,502,1,7,8326.49
102996,2023-12-02,125,2002,10074,531,1,6,7071.59
102997,2023-12-02,107,2007,10657,539,2,11,4996.4
102998,2023-12-02,119,2020,10674,532,1,6,5291.45
102999,2023-12-02,107,2016,10246,509,3,7,2655.94
103000,2023-12-03,108,2039,10782,515,1,7,1321.78
103001,2023-12-03,114,2026,10410,521,1,101,157934.52
103002,2023-12-03,101,2027,10498,546,1,38,66715.23
103003,2023-12-03,113,2018,10418,528,3,90,145237.74
103004,2023-12-03,103,2018,10211,545,3,106,165966.05
103005,2023-12-03,128,2018,10792,527,3,65,102138.31
103006,2023-12-04,138,2027,10223,505,1,44,79836.79
103007,2023-12-04,115,2025,10360,517,3,7,2888.75
103008,2023-12-04,136,2026,10582,537,3,78,117754.81
103009,2023-12-04,103,2026,10020,524,1,84,128433.46
103010,2023-12-04,104,2027,10423,531,2,23,40112.77
103011,2023-12-04,105,2007,10121,535,1,23,10989.45
103012,2023-12-04,126,2028,10173,541,1,8,14576.25
103013,2023-12-04,125,2026,10034,541,1,81,125251.99
103014,2023-12-04,110,2027,10918,504,2,66,120356.44
103015,2023-12-05,108,2018,10071,520,1,38,60710.09
103016,2023-12-05,112,2019,10545,543,1,4,948.27
103017,2023-12-05,103,2016,10774,517,2,9,3540.42
103018,2023-12-05,127,2039,10784,546,1,14,2795.99
103019,2023-12-05,123,2026,10968,510,1,39,61515.61
103020,2023-12-05,140,2040,10621,537,1,3,829.87
103021,2023-12-05,133,2026,10535,521,2,108,163210.2
103022,2023-12-05,114,2016,10658,521,1,14,5333.66
103023,2023-12-05,123,2026,10014,549,2,81,123587.96
103024,2023-12-05,131,2002,10306,516,2,14,17429.45
103025,2023-12-06,113,2036,10829,533,3,7,3098.14
103026,2023-12-06,112,2032,10548,510,1,12,8830.64
103027,2023-12-06,135,2027,10271,544,1,50,90014.8
103028,2023-12-06,118,2026,10773,518,3,61,94469.47
103029,2023-12-06,121,2026,10053,533,3,40,60232.35
103030,2023-12-06,101,2040,10494,529,1,2,565.44
103031,2023-12-06,138,2018,10560,531,1,33,55794.93
103032,2023-12-06,109,2028,10463,524,3,7,13485.39
103033,2023-12-06,123,2026,10523,512,1,124,199161.72
103034,2023-12-07,114,2039,10770,520,1,6,1201.44
103035,2023-12-07,111,2032,10855,506,1,22,15661.83
103036,2023-12-07,107,2040,10792,508,3,3,848.26
103037,2023-12-07,131,2026,10722,514,3,84,128546.28
103038,2023-12-07,124,2015,10324,505,2,9,1214.37
103039,2023-12-07,126,2026,10847,536,2,39,61012.31
103040,2023-12-07,130,2027,10524,548,1,20,36132.55
103041,2023-12-08,134,2027,10443,538,1,49,87772.47
103042,2023-12-08,138,2001,10251,503,2,4,7728.3
103043,2023-12-08,105,2026,10835,536,2,30,47833.19
103044,2023-12-08,105,2016,10160,522,2,9,3313.24
103045,2023-12-08,119,2035,10036,508,1,1,1997.08
103046,2023-12-08,138,2011,10661,514,1,9,2768.88
103047,2023-12-08,128,2027,10880,507,2,22,39265.78
103048,2023-12-08,126,2018,10198,504,3,110,171706.49
103049,2023-12-08,123,2018,10450,519,2,64,103539.68
103050,2023-12-09,130,2038,10378,543,3,20,28465.15
103051,2023-12-09,103,2016,10246,547,3,8,3127.64
103052,2023-12-09,128,2007,10393,524,1,22,10615.89
103053,2023-12-09,133,2005,10204,516,3,7,9679.21
103054,2023-12-09,103,2026,10044,506,3,62,99072.41
103055,2023-12-09,105,2026,10315,544,2,76,114438.13
103056,2023-12-09,119,2018,10408,508,2,55,88837.25
103057,2023-12-09,101,2027,10895,525,3,40,72660.84
103058,2023-12-09,138,2005,10831,532,2,5,7176.97
103059,2023-12-09,109,2032,10206,525,2,19,13528.15
103060,2023-12-10,105,2032,10241,510,2,9,6612.9
103061,2023-12-10,134,2039,10041,543,2,25,4835.53
103062,2023-12-10,137,2038,10588,541,3,12,17460.3
103063,2023-12-10,133,2018,10987,517,3,67,110744.97
103064,2023-12-10,125,2018,10714,546,3,56,94590.55
103065,2023-12-10,129,2027,10363,503,3,49,89379.85
103066,2023-12-10,125,2009,10898,509,3,2,2165.31
103067,2023-12-10,109,2018,10095,518,1,72,112963.54
103068,2023-12-10,103,2007,10540,549,2,21,9596.72
103069,2023-12-10,115,2023,10144,530,1,4,5389.9
103070,2023-12-10,104,2026,10059,505,3,61,99354.03
103071,2023-12-10,138,2015,10641,532,2,4,549.07
103072,2023-12-11,120,2002,10854,527,3,15,17959.19
103073,2023-12-11,123,2027,10509,521,1,77,139375.16
103074,2023-12-11,137,2002,10513,524,3,16,20250.3
103075,2023-12-11,108,2039,10799,538,2,14,2727.73
103076,2023-12-11,137,2016,10022,503,3,9,3326.06
103077,2023-12-11,133,2027,10738,516,3,37,63560.11
103078,2023-12-11,133,2020,10204,515,2,6,5659.92
103079,2023-12-11,107,2005,10699,525,1,7,10180.11
103080,2023-12-11,122,2025,10887,508,1,8,3188.33
103081,2023-12-12,105,2026,10471,541,2,76,121299.39
103082,2023-12-12,115,2032,10284,504,2,37,28170.26
103083,2023-12-12,121,2027,10372,532,1,20,36856.38
103084,2023-12-13,125,2007,10498,545,2,30,14465.91
103085,2023-12-13,117,2015,10332,535,1,7,945.9
103086,2023-12-13,107,2018,10027,530,3,95,161525.33
103087,2023-12-13,119,2007,10855,539,1,12,5845.58
103088,2023-12-14,107,2024,10129,548,2,1,1012.34
103089,2023-12-14,140,2039,10380,549,3,15,2791.07
103090,2023-12-14,124,2026,10507,530,2,99,153518.3
103091,2023-12-14,111,2027,10875,517,1,47,80392.3
103092,2023-12-14,101,2027,10898,519,3,50,91807.03
103093,2023-12-14,132,2032,10095,531,1,10,7562.29
103094,2023-12-14,140,2015,10578,517,3,7,1007.03
103095,2023-12-14,102,2027,10177,502,2,23,43318.57
103096,2023-12-14,115,2036,10473,537,1,15,6839.1
103097,2023-12-14,121,2011,10486,548,3,5,1577.78
103098,2023-12-14,124,2018,10275,529,3,32,51493.28
103099,2023-12-14,117,2039,10668,530,3,23,4585.14
103100,2023-12-14,109,2028,10966,543,1,14,25568.78
103101,2023-12-14,135,2018,10423,522,2,59,97839.58
103102,2023-12-15,120,2026,10531,538,2,58,94328.13
103103,2023-12-15,119,2018,10895,511,3,75,120802.18
103104,2023-12-15,118,2026,10884,533,2,36,56536.09
103105,2023-12-15,120,2018,10320,519,1,59,99209.77
103106,2023-12-15,130,2018,10058,503,2,61,98964.52
103107,2023-12-15,140,2027,10273,540,2,44,77271.49
103108,2023-12-15,101,2028,10198,522,1,9,16221.0
103109,2023-12-16,124,2034,10079,518,1,1,1544.9
103110,2023-12-16,124,2011,10982,545,2,13,4114.99
103111,2023-12-16,119,2032,10041,530,2,35,26559.63
103112,2023-12-16,130,2018,10738,501,2,27,41965.23
103113,2023-12-16,126,2020,10773,520,3,6,5325.03
103114,2023-12-16,138,2036,10245,549,1,16,6720.43
103115,2023-12-16,129,2023,10023,505,3,2,2656.38
103116,2023-12-17,113,2014,10709,512,3,3,3027.67
103117,2023-12-17,104,2011,10236,511,3,10,3299.23
103118,2023-12-17,117,2025,10126,524,3,6,2565.29
103119,2023-12-17,133,2027,10778,518,2,48,83462.61
103120,2023-12-17,105,2040,10836,508,1,4,1072.56
103121,2023-12-17,128,2028,10140,529,2,5,8921.15
103122,2023-12-17,124,2036,10879,522,1,17,7196.79
103123,2023-12-17,117,2027,10394,545,3,74,130254.43
103124,2023-12-17,139,2036,10828,502,1,8,3419.5
103125,2023-12-17,140,2007,10127,523,1,8,3669.38
103126,2023-12-17,111,2038,10798,516,1,13,19170.7
103127,2023-12-18,112,2018,10114,544,1,73,121398.79
103128,2023-12-18,113,2038,10920,508,2,12,18330.7
103129,2023-12-18,108,2007,10837,504,3,33,15249.8
103130,2023-12-18,101,2027,10525,514,2,53,98970.6
103131,2023-12-18,109,2027,10228,509,3,39,71223.68
103132,2023-12-18,128,2040,10521,511,2,3,843.88
103133,2023-12-19,102,2027,10146,548,2,19,34161.82
103134,2023-12-19,114,2018,10163,538,2,65,105935.41
103135,2023-12-19,113,2026,10735,544,1,80,125279.28
103136,2023-12-19,102,2018,10728,516,1,64,103980.52
103137,2023-12-19,104,2014,10900,513,1,1,1047.67
103138,2023-12-19,112,2018,10169,536,1,29,48448.66
103139,2023-12-19,110,2016,10538,544,2,10,3777.09
103140,2023-12-19,103,2026,10125,536,2,36,54547.97
103141,2023-12-20,104,2036,10300,517,3,19,8000.41
103142,2023-12-20,106,2036,10250,514,1,18,8164.58
103143,2023-12-20,123,2005,10938,529,1,4,5927.57
103144,2023-12-20,105,2007,10522,517,1,22,9946.31
103145,2023-12-20,103,2018,10105,501,1,35,54737.2
103146,2023-12-20,110,2018,10618,520,1,36,61231.34
103147,2023-12-21,119,2007,10969,533,1,10,4631.66
103148,2023-12-21,114,2018,10513,502,2,30,46796.49
103149,2023-12-21,121,2026,10694,517,1,76,115258.53
103150,2023-12-21,128,2026,10912,523,1,40,63712.27
103151,2023-12-21,121,2026,10506,522,2,68,101703.76
103152,2023-12-21,136,2018,10302,501,3,30,48453.49
103153,2023-12-21,124,2027,10653,512,2,77,137137.65
103154,2023-12-22,138,2032,10230,513,1,11,8347.16
103155,2023-12-22,117,2018,10064,514,2,61,96204.51
103156,2023-12-22,122,2007,10590,510,1,10,4864.47
103157,2023-12-22,119,2018,10232,512,2,117,183683.96
103158,2023-12-22,110,2009,10599,522,3,3,3250.66
103159,2023-12-22,111,2025,10183,518,1,6,2417.71
103160,2023-12-22,138,2011,10319,539,2,4,1240.71
103161,2023-12-22,102,2024,10658,519,2,2,2136.27
103162,2023-12-22,133,2016,10829,530,2,15,5540.63
103163,2023-12-23,131,2027,10092,515,1,24,43830.36
103164,2023-12-23,135,2002,10635,539,2,8,9280.77
103165,2023-12-23,137,2026,10788,514,1,59,92194.73
103166,2023-12-23,136,2011,10961,509,1,7,2190.66
103167,2023-12-23,123,2001,10064,505,3,4,7954.54
103168,2023-12-23,136,2033,10844,533,3,1,1131.33
103169,2023-12-23,140,2027,10219,548,2,24,44155.14
103170,2023-12-23,139,2007,10704,505,1,23,10891.15
103171,2023-12-23,126,2027,10619,524,2,42,76597.99
103172,2023-12-23,125,2026,10909,508,1,83,124873.44
103173,2023-12-23,117,2025,10247,519,1,8,3443.16
103174,2023-12-23,115,2020,10964,512,2,16,14756.64
103175,2023-12-24,137,2036,10473,508,1,15,6815.48
103176,2023-12-24,104,2018,10966,508,2,71,115489.94
103177,2023-12-24,122,2018,10057,538,1,60,95471.93
103178,2023-12-25,117,2018,10045,520,2,30,48473.8
103179,2023-12-25,122,2027,10888,529,2,24,42621.82
103180,2023-12-25,117,2036,10086,541,3,14,5821.86
103181,2023-12-25,114,2032,10038,534,3,25,18950.82
103182,2023-12-25,114,2028,10182,518,1,7,13236.25
103183,2023-12-25,117,2039,10164,501,2,7,1295.66
103184,2023-12-25,108,2027,10757,511,2,40,69936.89
103185,2023-12-25,134,2027,10835,547,2,48,87527.99
103186,2023-12-25,126,2039,10889,544,2,13,2477.08
103187,2023-12-26,130,2001,10126,535,2,4,7942.25
103188,2023-12-26,122,2026,10207,532,1,32,48016.84
103189,2023-12-26,116,2027,10267,542,3,53,99152.34
103190,2023-12-26,130,2038,10354,516,2,11,16850.83
103191,2023-12-26,116,2036,10411,506,2,16,7310.67
103192,2023-12-26,138,2032,10599,509,2,22,15697.08
103193,2023-12-26,124,2038,10657,540,1,13,18687.76
103194,2023-12-26,136,2026,10122,522,3,71,108074.85
103195,2023-12-26,135,2001,10508,548,3,2,3952.64
103196,2023-12-27,106,2002,10983,508,2,13,16306.98
103197,2023-12-27,104,2026,10610,532,1,33,49755.86
103198,2023-12-27,118,2020,10469,526,3,6,5252.68
103199,2023-12-27,106,2023,10801,518,3,2,2675.06
103200,2023-12-28,126,2018,10133,537,1,68,106956.18
103201,2023-12-28,137,2038,10379,512,3,17,24946.73
103202,2023-12-28,127,2018,10849,538,1,72,121107.41
103203,2023-12-28,111,2032,10318,534,3,23,17134.85
103204,2023-12-28,138,2036,10577,504,1,22,9829.78
103205,2023-12-28,116,2026,10711,516,2,67,101973.08
103206,2023-12-28,119,2021,10125,524,3,1,991.23
103207,2023-12-28,115,2027,10451,514,3,38,68811.34
103208,2023-12-29,126,2027,10858,517,3,51,94718.52
103209,2023-12-29,131,2018,10720,531,1,31,50562.81
103210,2023-12-29,119,2007,10208,504,3,29,13050.01
103211,2023-12-29,124,2018,10300,550,3,59,93227.05
103212,2023-12-29,109,2009,10489,544,1,2,2171.11
103213,2023-12-29,123,2018,10633,534,3,78,121797.92
103214,2023-12-29,104,2018,10142,538,3,62,96431.49
103215,2023-12-29,110,2026,10474,538,1,61,91438.75
103216,2023-12-29,109,2039,10859,503,1,18,3454.41
103217,2023-12-29,119,2027,10569,508,1,50,88393.7
103218,2023-12-29,115,2038,10304,512,3,20,27955.32
103219,2023-12-30,134,2028,10657,535,2,7,12491.58
103220,2023-12-30,119,2027,10556,502,1,22,38866.16
103221,2023-12-30,121,2019,10644,529,3,1,238.32
103222,2023-12-30,134,2018,10593,523,2,34,54743.86
103223,2023-12-30,117,2032,10865,533,2,9,6584.05
103224,2023-12-30,118,2036,10030,550,1,13,5858.2
103225,2023-12-30,117,2023,10377,518,1,2,2659.48
103226,2023-12-30,102,2001,10341,540,1,4,7721.97
103227,2023-12-31,101,2028,10209,522,1,9,17175.7
103228,2023-12-31,110,2018,10971,514,1,70,117846.03
103229,2023-12-31,137,2001,10243,529,3,2,3941.88
103230,2023-12-31,105,2031,10695,545,3,7,4050.83
103231,2023-12-31,112,2026,10158,515,1,38,60274.93
103232,2023-12-31,136,2027,10146,515,3,19,33454.29
103233,2023-12-31,131,2036,10340,545,1,20,9056.25
103234,2023-12-31,138,2026,10866,504,1,126,191047.2
103235,2023-12-31,109,2026,10745,536,2,41,65842.34
103236,2023-12-31,126,2018,10092,505,1,67,108612.86
103237,2023-12-31,115,2018,10329,503,2,58,92410.4
103238,2023-12-31,116,2028,10172,512,3,13,23722.05
103239,2024-01-01,113,2022,10702,520,1,1,1839.09
103240,2024-01-01,125,2011,10031,544,2,4,1343.38
103241,2024-01-01,130,2007,10621,520,2,8,3562.61
103242,2024-01-01,107,2025,10272,539,3,2,854.4
103243,2024-01-01,104,2025,10095,539,2,2,845.89
103244,2024-01-01,140,2026,10989,501,1,23,36216.52
103245,2024-01-01,138,2025,10077,544,1,5,1974.22
103246,2024-01-01,130,2010,10151,503,2,2,1272.56
103247,2024-01-01,110,2026,10142,547,1,49,77947.12
103248,2024-01-01,130,2036,10231,509,1,8,3495.06
103249,2024-01-02,139,2011,10770,520,2,3,1003.27
103250,2024-01-02,107,2027,10908,509,3,34,61999.11
103251,2024-01-02,136,2026,10954,531,3,21,32088.12
103252,2024-01-02,135,2027,10128,546,1,25,42803.14
103253,2024-01-02,124,2011,10860,528,2,9,2973.16
103254,2024-01-02,139,2038,10736,535,1,8,11480.24
103255,2024-01-02,136,2026,10696,540,1,55,83970.65
103256,2024-01-02,120,2032,10497,538,2,13,9636.3
103257,2024-01-02,132,2018,10280,544,3,49,81665.59
103258,2024-01-02,139,2027,10805,502,1,12,22441.48
103259,2024-01-03,126,2028,10541,503,3,6,10767.57
103260,2024-01-03,126,2018,10810,514,1,47,79341.44
103261,2024-01-03,136,2018,10530,517,2,44,72290.72
103262,2024-01-03,135,2026,10131,535,2,55,88907.82
103263,2024-01-03,135,2007,10461,504,3,25,12003.92
103264,2024-01-03,112,2027,10269,547,1,35,62114.28
103265,2024-01-03,133,2002,10618,530,2,14,17341.5
103266,2024-01-03,136,2013,10669,539,1,1,1651.61
103267,2024-01-03,114,2027,10962,514,1,27,49273.0
103268,2024-01-03,133,2007,10571,548,3,6,2772.35
103269,2024-01-03,124,2039,10604,527,1,11,2106.68
103270,2024-01-03,115,2033,10944,513,1,1,1068.48
103271,2024-01-04,131,2026,10260,520,3,20,32777.24
103272,2024-01-04,117,2032,10051,549,2,13,9837.85
103273,2024-01-04,112,2036,10133,549,1,9,3845.12
103274,2024-01-04,122,2018,10679,524,1,43,66942.63
103275,2024-01-04,123,2032,10809,510,2,7,5347.42
103276,2024-01-04,126,2014,10005,507,3,1,1089.35
103277,2024-01-04,114,2019,10648,517,2,2,476.53
103278,2024-01-04,112,2026,10738,522,1,47,76713.13
103279,2024-01-04,104,2027,10502,544,1,30,52896.88
103280,2024-01-05,113,2002,10184,511,3,8,9985.3
103281,2024-01-05,118,2018,10409,542,3,46,73023.2
103282,2024-01-05,128,2026,10091,523,2,25,38384.74
103283,2024-01-05,138,2018,10436,522,3,39,64082.32
103284,2024-01-05,119,2027,10820,540,2,33,56458.97
103285,2024-01-05,138,2026,10903,547,2,54,81856.38
103286,2024-01-05,103,2016,10189,518,1,6,2217.82
103287,2024-01-05,119,2010,10996,545,2,4,2425.55
103288,2024-01-06,120,2026,10480,526,2,22,35294.87
103289,2024-01-06,125,2023,10981,548,3,1,1395.66
103290,2024-01-06,111,2011,10815,530,3,8,2450.46
103291,2024-01-06,117,2018,10383,513,1,19,30144.02
103292,2024-01-06,135,2018,10850,504,1,67,103771.49
103293,2024-01-06,114,2007,10322,543,1,20,9615.23
103294,2024-01-06,139,2026,10443,527,2,51,77212.59
103295,2024-01-06,119,2027,10490,540,3,28,51591.77
103296,2024-01-06,103,2026,10133,510,2,20,29762.98
103297,2024-01-06,134,2032,10684,544,1,12,8849.16
103298,2024-01-06,122,2008,10426,528,3,1,401.25
103299,2024-01-06,138,2020,10250,521,2,11,9817.54
103300,2024-01-07,127,2026,10061,511,3,38,59734.27
103301,2024-01-07,121,2027,10959,520,2,13,23068.51
103302,2024-01-07,131,2027,10562,536,1,14,24872.95
103303,2024-01-07,127,2027,10422,519,2,33,57362.02
103304,2024-01-07,137,2026,10476,510,2,25,38691.36
103305,2024-01-07,102,2007,10223,515,1,7,3326.31
103306,2024-01-07,109,2027,10438,545,1,51,89875.35
103307,2024-01-07,119,2027,10684,545,2,52,96619.18
103308,2024-01-07,136,2040,10920,518,2,2,531.64
103309,2024-01-08,110,2027,10384,507,2,15,27842.79
103310,2024-01-08,140,2027,10319,530,1,39,70775.97
103311,2024-01-08,139,2026,10225,514,1,44,68160.47
103312,2024-01-08,107,2033,10423,537,1,1,1056.5
103313,2024-01-08,104,2040,10908,541,3,2,529.46
103314,2024-01-08,115,2028,10191,530,3,7,12818.14
103315,2024-01-08,112,2026,10871,527,1,52,84239.72
103316,2024-01-08,106,2007,10777,549,3,16,7763.15
103317,2024-01-09,109,2027,10756,537,3,26,48648.18
103318,2024-01-09,135,2027,10079,548,2,16,28055.53
103319,2024-01-09,108,2027,10855,541,2,36,63011.61
103320,2024-01-09,107,2007,10365,517,2,12,5701.36
103321,2024-01-09,104,2026,10022,530,3,61,99415.99
103322,2024-01-09,113,2018,10548,518,3,48,75186.34
103323,2024-01-10,119,2027,10330,503,2,28,49617.08
103324,2024-01-10,107,2016,10156,528,2,10,3948.51
103325,2024-01-10,110,2027,10056,537,1,32,57362.0
103326,2024-01-10,125,2018,10867,530,3,65,109308.44
103327,2024-01-10,135,2001,10248,521,2,3,5490.2
103328,2024-01-10,125,2026,10925,549,2,42,67378.26
103329,2024-01-10,129,2007,10261,520,2,7,3212.14
103330,2024-01-10,112,2026,10772,522,3,49,77965.65
103331,2024-01-10,140,2038,10435,536,2,3,4321.72
103332,2024-01-10,112,2039,10527,536,2,6,1186.34
103333,2024-01-11,106,2016,10478,521,2,9,3507.48
103334,2024-01-11,110,2031,10700,524,2,2,1148.66
103335,2024-01-11,102,2018,10538,521,2,77,131076.31
103336,2024-01-11,125,2036,10535,507,1,6,2491.03
103337,2024-01-11,107,2028,10381,508,2,6,11275.06
103338,2024-01-11,140,2007,10103,522,1,12,5795.57
103339,2024-01-11,123,2018,10029,522,3,35,58944.44
103340,2024-01-11,111,2018,10854,530,3,65,106374.0
103341,2024-01-11,136,2028,10483,534,3,5,9600.48
103342,2024-01-11,123,2019,10057,529,3,1,230.59
103343,2024-01-11,107,2027,10062,510,3,13,23423.4
103344,2024-01-11,127,2026,10955,505,2,38,62173.04
103345,2024-01-11,113,2039,10048,549,2,11,2238.9
103346,2024-01-11,117,2038,10367,539,3,3,4492.06
103347,2024-01-12,132,2020,10978,534,2,6,5266.94
103348,2024-01-12,126,2027,10547,538,1,24,41389.41
103349,2024-01-12,122,2032,10558,510,1,6,4658.83
103350,2024-01-12,113,2036,10545,509,2,10,4536.35
103351,2024-01-12,112,2005,10327,532,3,3,4210.81
103352,2024-01-12,107,2018,10738,505,3,48,81416.25
103353,2024-01-12,101,2018,10266,535,1,44,68900.64
103354,2024-01-13,133,2020,10728,511,2,7,6225.38
103355,2024-01-13,114,2011,10729,542,1,5,1633.2
103356,2024-01-13,117,2026,10176,516,2,54,81517.94
103357,2024-01-13,104,2027,10044,527,3,33,62097.35
103358,2024-01-13,139,2026,10219,520,1,20,30353.86
103359,2024-01-13,101,2027,10126,501,2,18,31469.59
103360,2024-01-13,124,2005,10882,526,3,3,4279.1
103361,2024-01-13,134,2036,10966,511,2,8,3593.36
103362,2024-01-14,134,2038,10379,515,3,4,5660.7
103363,2024-01-14,124,2026,10319,539,2,25,39678.45
103364,2024-01-14,115,2036,10305,540,1,9,3775.43
103365,2024-01-14,117,2009,10200,548,2,1,1029.51
103366,2024-01-14,113,2028,10085,518,1,6,10573.77
103367,2024-01-14,107,2007,10041,524,1,16,7457.12
103368,2024-01-14,109,2018,10723,528,1,78,126015.91
103369,2024-01-14,135,2018,10866,525,3,37,59003.01
103370,2024-01-14,123,2026,10551,523,1,24,37565.57
103371,2024-01-14,139,2018,10363,511,1,50,81315.03
103372,2024-01-14,123,2026,10919,533,1,25,38923.07
103373,2024-01-15,126,2018,10269,516,3,46,72346.07
103374,2024-01-15,101,2032,10362,536,2,6,4647.44
103375,2024-01-15,114,2026,10367,523,3,26,41073.13
103376,2024-01-15,132,2015,10181,506,3,5,673.91
103377,2024-01-15,110,2018,10231,543,2,55,87243.1
103378,2024-01-15,101,2032,10988,524,2,16,12235.39
103379,2024-01-15,105,2018,10070,538,1,52,86889.11
103380,2024-01-15,103,2026,10825,542,1,48,76619.42
103381,2024-01-16,127,2026,10588,506,2,52,83529.77
103382,2024-01-16,122,2018,10963,510,2,22,36123.29
103383,2024-01-16,118,2018,10944,522,3,42,66849.47
103384,2024-01-16,116,2025,10788,523,3,2,808.33
103385,2024-01-16,102,2015,10489,505,3,6,840.81
103386,2024-01-16,113,2018,10234,528,2,62,98251.61
103387,2024-01-16,116,2005,10830,509,1,5,7402.62
103388,2024-01-16,108,2018,10429,539,3,19,31656.94
103389,2024-01-16,108,2018,10831,549,3,39,66457.91
103390,2024-01-16,110,2039,10648,544,2,10,1923.56
103391,2024-01-16,133,2026,10666,528,3,83,134366.75
103392,2024-01-16,131,2028,10294,525,2,5,9492.77
103393,2024-01-16,112,2003,10348,543,1,1,365.75
103394,2024-01-17,109,2007,10099,538,3,14,6618.22
103395,2024-01-17,137,2032,10876,527,3,14,10272.54
103396,2024-01-17,109,2026,10361,524,3,53,80614.4
103397,2024-01-17,118,2013,10937,543,2,6,9270.02
103398,2024-01-17,130,2018,10875,543,2,58,94939.73
103399,2024-01-17,132,2026,10358,546,1,54,87494.26
103400,2024-01-17,140,2032,10130,516,2,14,10376.89
103401,2024-01-17,123,2005,10519,502,3,3,4332.41
103402,2024-01-17,111,2026,10383,502,3,27,43132.4
103403,2024-01-17,120,2027,10617,505,2,29,53874.3
103404,2024-01-17,119,2039,10921,546,1,11,2165.69
103405,2024-01-17,136,2031,10819,521,2,4,2345.95
103406,2024-01-18,126,2018,10562,510,2,20,34105.65
103407,2024-01-18,110,2027,10736,542,3,25,46475.43
103408,2024-01-18,124,2027,10064,518,3,28,51404.5
103409,2024-01-18,113,2027,10396,526,3,14,25949.71
103410,2024-01-18,134,2032,10181,520,2,7,5475.7
103411,2024-01-18,129,2036,10587,541,2,10,4372.5
103412,2024-01-18,136,2007,10778,536,1,8,3788.29
103413,2024-01-18,107,2007,10189,549,3,14,6699.59
103414,2024-01-18,130,2028,10183,521,1,8,14693.54
103415,2024-01-18,117,2018,10867,502,3,24,40799.35
103416,2024-01-18,113,2005,10492,546,1,4,5652.63
103417,2024-01-19,124,2018,10580,533,3,17,26931.8
103418,2024-01-19,131,2032,10170,523,2,5,3790.97
103419,2024-01-19,127,2007,10322,539,3,5,2222.73
103420,2024-01-19,121,2027,10172,531,1,16,27632.31
103421,2024-01-19,101,2001,10284,504,1,3,5977.6
103422,2024-01-19,115,2007,10619,541,3,16,7261.9
103423,2024-01-19,103,2018,10366,503,2,50,77504.49
103424,2024-01-19,106,2007,10111,537,3,13,6016.7
103425,2024-01-19,114,2032,10078,510,2,6,4634.2
103426,2024-01-19,138,2032,10698,542,3,14,10256.15
103427,2024-01-19,133,2027,10253,532,2,17,30251.95
103428,2024-01-20,138,2017,10236,536,3,1,1834.8
103429,2024-01-20,108,2026,10093,549,3,38,58405.05
103430,2024-01-20,126,2013,10642,527,2,2,3309.16
103431,2024-01-20,115,2018,10695,549,2,37,62431.38
103432,2024-01-20,114,2026,10034,519,3,44,70331.39
103433,2024-01-20,120,2027,10481,538,1,31,57205.77
103434,2024-01-21,119,2007,10404,501,2,8,3774.86
103435,2024-01-21,133,2018,10815,526,1,18,28149.82
103436,2024-01-21,136,2038,10222,546,1,7,9903.08
103437,2024-01-21,124,2020,10886,513,1,4,3645.51
103438,2024-01-21,110,2038,10896,535,1,9,13365.37
103439,2024-01-21,134,2040,10490,502,3,1,287.98
103440,2024-01-21,136,2026,10794,522,2,52,80775.69
103441,2024-01-21,136,2018,10340,539,3,20,33877.64
103442,2024-01-22,116,2028,10513,528,3,10,19375.65
103443,2024-01-22,115,2011,10961,544,3,7,2331.65
103444,2024-01-22,118,2018,10985,502,3,25,40239.36
103445,2024-01-22,107,2028,10609,511,3,4,7575.24
103446,2024-01-22,122,2020,10599,548,2,3,2736.38
103447,2024-01-22,132,2015,10843,537,3,4,543.13
103448,2024-01-22,119,2026,10252,526,3,25,37579.91
103449,2024-01-22,140,2027,10364,528,3,40,68674.91
103450,2024-01-22,101,2007,10527,526,1,7,3191.63
103451,2024-01-22,135,2018,10142,517,3,36,59640.93
103452,2024-01-22,105,2016,10311,503,2,6,2386.86
103453,2024-01-22,112,2018,10385,514,2,47,75049.75
103454,2024-01-22,112,2027,10801,516,2,24,43189.57
103455,2024-01-22,121,2027,10582,549,1,34,60805.76
103456,2024-01-22,119,2027,10312,536,2,13,22409.56
103457,2024-01-22,109,2001,10279,528,1,3,5857.59
103458,2024-01-22,136,2010,10566,528,2,4,2472.78
103459,2024-01-22,132,2016,10346,525,1,6,2387.65
